fighter_id,height,weight,reach,stance,dob,url
230,"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",http://ufcstats.com/fighter-details/39cc64bf0a269db9
231,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
232,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/968764372c49eab6
233,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",http://ufcstats.com/fighter-details/c0ab242c40decc55
234,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
235,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",http://ufcstats.com/fighter-details/82d4c957649faf9b
236,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
237,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
238,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
239,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",http://ufcstats.com/fighter-details/aec185309b4843d0
240,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",http://ufcstats.com/fighter-details/e4a47b07044ddd72
241,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997",http://ufcstats.com/fighter-details/8f313e9c3a39c06e
242,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",http://ufcstats.com/fighter-details/e2b8186b618b00c4
243,"5' 9""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
244,"6' 0""",210 lbs.,--,,--,http://ufcstats.com/fighter-details/7d5b12de1625984e
245,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",http://ufcstats.com/fighter-details/898337ef520fe4d3
246,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/371efa53bd0cf669
247,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",http://ufcstats.com/fighter-details/e626e92a8f2a9737
248,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
249,"6' 0""",145 lbs.,--,,"Dec 07, 1990",http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
250,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/5c2ce761399dc9c5
251,"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
252,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",http://ufcstats.com/fighter-details/9a2d3567abc02e34
253,--,--,--,,--,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
254,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",http://ufcstats.com/fighter-details/9c442aaf149ea982
255,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",http://ufcstats.com/fighter-details/9ddfb3369a3b0394
256,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 20, 1998",http://ufcstats.com/fighter-details/1c23ec2f1b71be40
257,"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",http://ufcstats.com/fighter-details/2c99576fefe53c7c
258,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",http://ufcstats.com/fighter-details/06dced58ca24a6bd
259,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",http://ufcstats.com/fighter-details/6a740daf1b279661
260,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",http://ufcstats.com/fighter-details/a331233f597090a5
261,"6' 3""",185 lbs.,"79""",Orthodox,"Aug 09, 1997",http://ufcstats.com/fighter-details/d4baaa0630bf5798
262,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992",http://ufcstats.com/fighter-details/27b388f0aab49780
263,"5' 6""",145 lbs.,"70""",Orthodox,"May 22, 1998",http://ufcstats.com/fighter-details/c85bad793cd14e28
264,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",http://ufcstats.com/fighter-details/64a50dad704d1d49
265,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",http://ufcstats.com/fighter-details/b9f28e7045fdfce7
266,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",http://ufcstats.com/fighter-details/e8fe9c15d348e778
267,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
268,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",http://ufcstats.com/fighter-details/172c2135e70f87b7
269,"5' 8""",135 lbs.,"71""",Orthodox,"May 28, 1982",http://ufcstats.com/fighter-details/c06a5c95f1169c0b
270,"5' 11""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/78a5eea49638685d
271,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987",http://ufcstats.com/fighter-details/e575b6ff678c1aca
272,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",http://ufcstats.com/fighter-details/ad3f53c454cbbead
273,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",http://ufcstats.com/fighter-details/7a5e8c94a86f9895
274,--,--,--,,--,http://ufcstats.com/fighter-details/91e69a1c3c87325b
275,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",http://ufcstats.com/fighter-details/80c0bed43da0e27b
276,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",http://ufcstats.com/fighter-details/1652f3213655b935
277,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",http://ufcstats.com/fighter-details/f12f979b657ab876
278,"6' 4""",230 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a220be6d41d6f97d
279,--,185 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/c32eab6c2119e989
280,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",http://ufcstats.com/fighter-details/d21113c9ff3788ae
281,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
282,"5' 6""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/e6015889f50075d2
283,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",http://ufcstats.com/fighter-details/8fd1f27e86661ede
284,"6' 1""",205 lbs.,--,,"Mar 22, 1976",http://ufcstats.com/fighter-details/d26394fc0e8e880a
285,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",http://ufcstats.com/fighter-details/b69f24c500d783e7
286,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",http://ufcstats.com/fighter-details/658c3465581ae46b
287,"5' 10""",170 lbs.,"72""",Orthodox,"Jul 03, 1992",http://ufcstats.com/fighter-details/a6f3d15cb84334bb
288,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",http://ufcstats.com/fighter-details/be0b310a12eb80b4
289,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",http://ufcstats.com/fighter-details/bbab3baf66128ae2
290,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",http://ufcstats.com/fighter-details/a09ed60aa67a3f67
291,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001",http://ufcstats.com/fighter-details/d3f89fa685bd8420
292,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",http://ufcstats.com/fighter-details/1cecc8fe6748a532
293,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/2c733e059462c1dc
294,"5' 5""",135 lbs.,--,,--,http://ufcstats.com/fighter-details/29508aff4d93cbbe
295,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
296,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 29, 2000",http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
297,"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",http://ufcstats.com/fighter-details/34218661c44ed55d
298,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 21, 1994",http://ufcstats.com/fighter-details/f626118b6da0e020
299,"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",http://ufcstats.com/fighter-details/c9a94278df042f46
300,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",http://ufcstats.com/fighter-details/bc711b6dd95c1af6
301,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",http://ufcstats.com/fighter-details/55f446032177b119
302,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 05, 1989",http://ufcstats.com/fighter-details/3a6ac598320ca7f2
303,"5' 11""",170 lbs.,--,Southpaw,--,http://ufcstats.com/fighter-details/74f13066b1417ef3
304,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/4fd76e7ba8313457
305,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",http://ufcstats.com/fighter-details/b96939f2b8d88e82
306,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 20, 1992",http://ufcstats.com/fighter-details/b5a379583673510a
307,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",http://ufcstats.com/fighter-details/93bf96be327fcd98
308,"6' 2""",239 lbs.,--,,"Sep 11, 1984",http://ufcstats.com/fighter-details/ce05955c26c3c090
309,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
310,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",http://ufcstats.com/fighter-details/40a456a25d52ee65
311,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",http://ufcstats.com/fighter-details/b16a7e6a627e9789
312,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",http://ufcstats.com/fighter-details/babc6b5745335f18
313,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 23, 1995",http://ufcstats.com/fighter-details/d6ed764f8b78d32a
314,"6' 0""",185 lbs.,"72""",Orthodox,"Dec 30, 1995",http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
315,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",http://ufcstats.com/fighter-details/cbd3e590a85b18c5
316,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",http://ufcstats.com/fighter-details/d7e40dca3ae125be
317,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",http://ufcstats.com/fighter-details/4130a743d9d22163
318,"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",http://ufcstats.com/fighter-details/0ee783aa00e468f0
319,"6' 5""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",http://ufcstats.com/fighter-details/7674b836ce0698a0
320,"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",http://ufcstats.com/fighter-details/69898645d600abdb
321,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",http://ufcstats.com/fighter-details/c3f6db17cea09ca7
322,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",http://ufcstats.com/fighter-details/46baf0f57edfa4df
323,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",http://ufcstats.com/fighter-details/ec71a892fada28c7
324,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",http://ufcstats.com/fighter-details/80eacd4da0617c57
325,"6' 0""",215 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/a71feb7ea7592a71
326,"6' 2""",250 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
327,"5' 3""",113 lbs.,--,,--,http://ufcstats.com/fighter-details/6104730621ff318d
328,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",http://ufcstats.com/fighter-details/436f970c9ea9169c
329,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
330,"6' 4""",259 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
331,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",http://ufcstats.com/fighter-details/404ecb2700844072
332,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994",http://ufcstats.com/fighter-details/7030c27fc9778964
333,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",http://ufcstats.com/fighter-details/5431dccc09118234
334,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",http://ufcstats.com/fighter-details/a30f6d375dea5f9b
335,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",http://ufcstats.com/fighter-details/20999e27ddd94bda
336,"5' 9""",155 lbs.,--,,--,http://ufcstats.com/fighter-details/a25f3dc0df974597
337,"5' 9""",155 lbs.,--,,"Nov 30, 1982",http://ufcstats.com/fighter-details/592d23aed850e652
338,"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973",http://ufcstats.com/fighter-details/21b1132949f2a9b0
339,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989",http://ufcstats.com/fighter-details/aa8189053b3a8994
340,"5' 9""",170 lbs.,--,,"Nov 24, 1973",http://ufcstats.com/fighter-details/2891c9f7b26b26fc
341,"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985",http://ufcstats.com/fighter-details/e3779ef06e98f185
342,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986",http://ufcstats.com/fighter-details/6f242453c91a5af0
343,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994",http://ufcstats.com/fighter-details/2dc1bc1a02961656
344,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987",http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
345,--,--,--,,--,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
346,"6' 1""",185 lbs.,--,,"Oct 25, 1987",http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
347,"5' 9""",200 lbs.,--,,--,http://ufcstats.com/fighter-details/0db70ca89e1c7374
348,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983",http://ufcstats.com/fighter-details/66766984842c13dc
349,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974",http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
350,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989",http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
351,"6' 4""",245 lbs.,--,,--,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
352,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984",http://ufcstats.com/fighter-details/0b8d512c79b4baf3
353,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988",http://ufcstats.com/fighter-details/e05f4ce199baca91
354,--,170 lbs.,--,,"Mar 10, 1980",http://ufcstats.com/fighter-details/a524710c3ef918fa
355,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986",http://ufcstats.com/fighter-details/7e511f8d842a109d
356,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991",http://ufcstats.com/fighter-details/9cd047a828dd7515
357,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988",http://ufcstats.com/fighter-details/87f19d19f4cb73f8
358,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",http://ufcstats.com/fighter-details/1efa064872f089d0
359,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990",http://ufcstats.com/fighter-details/5095b0920a3602aa
360,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990",http://ufcstats.com/fighter-details/ebbf571f349e79d9
361,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977",http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
362,"5' 10""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/53f02bbc41d99432
363,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986",http://ufcstats.com/fighter-details/c5a126ace82a6025
364,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987",http://ufcstats.com/fighter-details/8a22c6b4d29880a3
365,"5' 7""",125 lbs.,"67""",Orthodox,"Jun 05, 1995",http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
366,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
367,"5' 9""",185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/7a359ef685a304a7
368,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991",http://ufcstats.com/fighter-details/a653cb5eb4b39339
369,"5' 5""",135 lbs.,"65""",Orthodox,"Oct 12, 1994",http://ufcstats.com/fighter-details/dd6ec6f941c3a414
370,--,205 lbs.,--,,"Apr 05, 1991",http://ufcstats.com/fighter-details/27ab7257bf6a3b65
371,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
372,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",http://ufcstats.com/fighter-details/b2f743746e8dcfa2
373,"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/7e69a4b0961aa555
374,--,--,--,,--,http://ufcstats.com/fighter-details/619d807fa54ae8f7
375,--,205 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/2adb11835acd815b
376,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993",http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
377,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994",http://ufcstats.com/fighter-details/da22387a0407a2dc
378,"5' 10""",155 lbs.,"71""",Orthodox,"Oct 14, 1998",http://ufcstats.com/fighter-details/0f4a536507f33576
379,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",http://ufcstats.com/fighter-details/669970f7feba8ecd
380,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",http://ufcstats.com/fighter-details/4a1329cc8eb0928a
381,"5' 7""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
382,"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",http://ufcstats.com/fighter-details/fa6796c55d6c5440
383,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",http://ufcstats.com/fighter-details/59c438c81fbf3ece
384,"5' 5""",145 lbs.,--,,"Apr 11, 1983",http://ufcstats.com/fighter-details/35d6337320a4ae48
385,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983",http://ufcstats.com/fighter-details/ecdf14f4f8643d39
386,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988",http://ufcstats.com/fighter-details/046a85108610c0d2
387,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970",http://ufcstats.com/fighter-details/f348d05403fad037
388,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981",http://ufcstats.com/fighter-details/cf9d24e4bd0cf2ce
389,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987",http://ufcstats.com/fighter-details/c5af5750e8bae4f0
390,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989",http://ufcstats.com/fighter-details/984d15d5dc7bfcf9
391,--,--,--,,--,http://ufcstats.com/fighter-details/1afd74f8cb0719f3
392,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981",http://ufcstats.com/fighter-details/c80095f6092271a7
393,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982",http://ufcstats.com/fighter-details/8a56ea383fd26e52
394,--,145 lbs.,--,,--,http://ufcstats.com/fighter-details/53c21779d84ceb75
395,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990",http://ufcstats.com/fighter-details/d61316139d68dbe3
396,"6' 4""",260 lbs.,--,,--,http://ufcstats.com/fighter-details/70a1c7626b5e0599
397,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974",http://ufcstats.com/fighter-details/93892752c5fc23ca
398,"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989",http://ufcstats.com/fighter-details/297a2b35444c245b
399,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977",http://ufcstats.com/fighter-details/d227958e8a0c1466
400,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992",http://ufcstats.com/fighter-details/96924b0019b3aff1
401,"6' 2""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/9d455d5cfe6a0e35
402,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992",http://ufcstats.com/fighter-details/2526be54e6a0e62a
403,"6' 2""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/8691881b31c16b88
404,"6' 2""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/702a72aa7a266d86
405,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997",http://ufcstats.com/fighter-details/01641ba5df0c69b0
406,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995",http://ufcstats.com/fighter-details/eb393afdbe3293d5
407,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980",http://ufcstats.com/fighter-details/934de214814b8ff4
408,"5' 10""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/d311fbefff44a39b
409,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977",http://ufcstats.com/fighter-details/c6a33ff198aaaeeb
410,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",http://ufcstats.com/fighter-details/07a2bdaa0afdd831
411,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993",http://ufcstats.com/fighter-details/a4de54ea806fb525
412,"6' 0""",235 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/0313bf497de9c470
413,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997",http://ufcstats.com/fighter-details/34b96d52db1d26e6
414,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988",http://ufcstats.com/fighter-details/3c85e04b08a05751
415,"6' 1""",185 lbs.,"75""",Southpaw,"Jan 16, 1993",http://ufcstats.com/fighter-details/4126a78111c0855a
416,"6' 2""",185 lbs.,"78""",Switch,"Jul 18, 1996",http://ufcstats.com/fighter-details/b8fdb2903a2582a8
417,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992",http://ufcstats.com/fighter-details/19c591115a58982c
418,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",http://ufcstats.com/fighter-details/04c8b08b16a5b99e
419,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981",http://ufcstats.com/fighter-details/e023fa2e648ea0f1
420,"6' 1""",215 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/e8fb8e53bc2e29d6
421,--,--,--,,--,http://ufcstats.com/fighter-details/239224bedeb2c7a4
422,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988",http://ufcstats.com/fighter-details/5c126c6aac3ef364
423,"6' 2""",260 lbs.,--,Orthodox,"Sep 28, 1968",http://ufcstats.com/fighter-details/545d549d6bf87187
424,"6' 5""",185 lbs.,"78""",Southpaw,"Nov 13, 1996",http://ufcstats.com/fighter-details/d5e929c26f25f0d3
425,"6' 2""",183 lbs.,--,Switch,--,http://ufcstats.com/fighter-details/59851163aaf1aed8
426,"6' 0""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/2aaf0181432adf0b
427,"5' 7""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/611b9c068c9e2c44
428,"6' 0""",275 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/dfdd0c5dd0d4bc23
429,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/38b1417ec17072da
430,"5' 11""",230 lbs.,--,,--,http://ufcstats.com/fighter-details/2efbc83a6b9b7f86
431,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969",http://ufcstats.com/fighter-details/81ca2c245b19b3c5
432,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993",http://ufcstats.com/fighter-details/5488b3c67600333a
433,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980",http://ufcstats.com/fighter-details/b26d3e3746fb4024
434,"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982",http://ufcstats.com/fighter-details/3b9f723e2720a238
435,"6' 2""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/a95a0504fd73bd3e
436,"5' 9""",155 lbs.,--,,"Nov 17, 1976",http://ufcstats.com/fighter-details/8a0a35e7c74bebcc
437,"5' 9""",145 lbs.,--,Orthodox,"Jan 10, 1989",http://ufcstats.com/fighter-details/4a191f4ea2fce7fc
438,"5' 7""",145 lbs.,--,,--,http://ufcstats.com/fighter-details/1433786ac76cf777
439,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/a6959da32f0e6b5d
440,"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983",http://ufcstats.com/fighter-details/c7011de4765d2497
441,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992",http://ufcstats.com/fighter-details/45f7cb591c3ab00b
442,"6' 0""",199 lbs.,--,Orthodox,"Apr 14, 1969",http://ufcstats.com/fighter-details/dc950d59dc590aca
443,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992",http://ufcstats.com/fighter-details/3d074044a33825e7
444,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 24, 1994",http://ufcstats.com/fighter-details/3c99bd6cb5d835ef
445,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983",http://ufcstats.com/fighter-details/013da757877044a2
446,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981",http://ufcstats.com/fighter-details/d2c55d1d2e67773b
447,"5' 6""",135 lbs.,"65""",Orthodox,"Jul 03, 1996",http://ufcstats.com/fighter-details/edae6db2b3453632
448,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987",http://ufcstats.com/fighter-details/c2e3e67b5911bfb7
449,"5' 6""",115 lbs.,"65""",Orthodox,"Sep 07, 1993",http://ufcstats.com/fighter-details/7138a15258dabf20
